Datasheet 4: Validation Dataset,
,
smiles,DD2
C=CCN1C(=O)COc2ccc(NC(=O)c3oc4cc(C)ccc4c3C)cc21,0
COc1ccc(-c2nc3n(n2)C(c2cccnc2)C2=C(CC(C)(C)CC2=O)N3)cc1,0
O=C1NC(=S)S/C1=C\c1ccc(O)cc1,0
C=CCOC(=O)C1=C(C)NC(=S)NC1c1ccc(C(C)(C)C)cc1,0
Cc1ccc(Nc2ncc(F)c(Nc3ccc(C)c(C)c3)n2)cc1C,0
COc1ccc(Nc2nc(N/N=C/c3c[nH]c4ccccc34)nc(Nc3ccc([N+](=O)[O-])cc3)n2)cc1,0
O=C(O)CCN1C(=O)/C(=C/c2ccc(F)cc2)SC1=S,0
CC(C)CC1Nc2ccc(C(=O)NCCCOC(C)C)cc2NC1=O,0
Cc1ccc(-c2n[nH]c3c2C(c2ccc(F)cc2)C2=C(CC(C)(C)CC2=O)N3)cc1,0
COc1ccc(-c2nnc(SC)o2)cc1,0
CC1(C)CC(=O)C2=C(C1)Nc1nc(SCC(=O)c3ccc(F)cc3)nn1C2c1ccc(Br)cc1,0
CCOC(=O)c1sc(NC(=O)c2cc3n(n2)C(C(F)(F)F)CC(c2ccccc2)N3)c(C(=O)OCC)c1C,0
CSCCC(NS(=O)(=O)c1ccc2c(c1)oc(=O)n2C)C(=O)NC1CCC(C)CC1,0
COc1ccc(-c2nnc(SCc3ccccc3C#N)o2)cc1,0
COc1cc(OC)c(NC(=O)Nc2nnc(N3CCCCC3)s2)cc1Cl,0
CC(C)NC(=O)COc1ccc(-c2nn(C)c(=O)c3ccccc23)cc1,0
Cc1cc(C)nc(-n2nc(-c3ccccc3)c3c2NC(=O)CSC3c2cc(F)ccc2F)n1,0
O=C(Nc1nnc(N2CCCCC2)s1)Nc1cc(F)ccc1F,0
Clc1ccc(-c2ccc(/C=N/Nc3nc(Nc4ccccc4)nc(Nc4ccccc4)n3)o2)cc1Cl,1
CCOC(=O)C1=C(C)NC(=S)NC1c1ccccc1F,0
O=C1Nc2ccccc2/C1=N\Nc1nc(Nc2ccccc2)nc(Nc2ccc([N+](=O)[O-])cc2)n1,0
COc1ccccc1Nc1nc(Nc2ccccc2OC)nc(N2CCN(c3ccccc3)CC2)n1,0
CCC(C)NC(=O)C1CCCN(S(=O)(=O)c2c(C)noc2/C=C/c2cccs2)C1,0
O=C(Cn1c(=O)oc2ccccc21)Nc1nnc(SCC(=O)N2CCOCC2)s1,0
Fc1ccc(C(NCCC2=CCCCC2)c2nnc(-c3ccccc3Cl)o2)cc1,0
COc1ccc(-c2nc(Nc3nc(C)cc(C)n3)n[nH]2)cc1OC,0
CCOC(=O)Cc1nnc(NC(=O)C(CC)Sc2nnc3c4ccccc4n(C)c3n2)s1,0
COc1ccc(C(=O)CSc2nc3n(n2)C(c2ccc(Br)cc2)C2=C(CC(C)(C)CC2=O)N3)cc1,0
COc1ccc(OC)c(-c2noc(CSc3nnc(C)n3-c3ccc(C)cc3)n2)c1,0
CCOc1cc(C2NC(=S)NC(C)=C2C(=O)OC)cc(Br)c1O,0
CCOC(=O)C1=C(C)NC(=S)NC1c1ccc(C(C)C)cc1,0
CCN(CC)c1ccc(C2SCC(=O)Nc3c2c(C)nn3-c2ccccc2Cl)cc1,0
COc1ccc(-c2noc(CSc3nnc(C)n3-c3ccccc3)n2)c(OC)c1,0
COc1ccc(-c2noc(CSc3nnc(-c4ccncc4)n3-c3ccccc3)n2)cc1OC,0
O=C(CN1C(=O)c2cccnc2Oc2ccccc21)N1CCc2ccccc21,0
CCOC(=O)C1=C(C)NC(=S)NC1c1cc(OC)ccc1O,0
CN1C(=O)COc2ccc(NC(=O)c3sc4ccccc4c3Cl)cc21,0
Cc1cc(C)cc(N2CC(c3nnc(NC(=O)CCSc4ccccc4)s3)CC2=O)c1,0
COc1cc(-c2cc(NC(=O)c3noc4c3CCCCC4)on2)cc(OC)c1OC,0
CCOCCCNC(=O)c1nn(C)c2c1CS(=O)(=O)c1ccccc1-2,0
Cc1nc(Nc2ccc(NC(=O)c3ccc(Br)o3)cc2)cc(N2CCOCC2)n1,0
